parallel_id,yue_sent_id,zh_sent_id,yue_text,zh_text,yue_tokens,zh_tokens,absolute_token_difference,yue_mean_arc_distance,zh_mean_arc_distance,yue_long_arc_percent,zh_long_arc_percent,base_relation_JS_bits
hk/854,854,854,我選立-我選呢個學生會，我都要畀個學生證佢睇下我係咪個學校嘅學生啦。,即使我參加學生會選舉，亦需提供學生證，證明我是大學的學生。,26,18,8,3.36,2.764705882352941,16.0,11.764705882352942,0.2719453548245273
hk/309,309,309,米嘈醒阿爺呀！,小心吵醒爺爺！,6,5,1,2.2,2.0,0.0,0.0,0.27104451158356513
hk/393,393,393,係咪呢餅呀？,就是這一盒？,5,6,1,1.5,2.2,0.0,0.0,0.2710445115835651
hk/56,56,56,唏！都唔知關咩事。,不知這是什麼邏輯。,9,7,2,2.25,2.6666666666666665,0.0,0.0,0.27081877989765135
hk/770,770,770,我第一樣嘢呢，就係乜嘢呢，就係進行依一個嘅主席嘅選舉投票。,第一，主持主席選舉的投票。,23,8,15,2.909090909090909,2.2857142857142856,13.636363636363637,0.0,0.2707656830411778
hk/951,951,951,我已經做咗決定出嚟呢，就係做咗決定。,我已作出決定。,14,5,9,3.1538461538461537,1.5,15.384615384615385,0.0,0.2703815912624806
hk/894,894,894,呀，噉嘅，我就-其實任何一個選舉裏便呢，不論係我哋以前做學生會嘅選舉，以至到今日我哋選主席……,任何一項選舉，不論是我以往參加過的學生會選舉，以至今天立法會主席的選舉……,32,23,9,5.258064516129032,3.727272727272727,29.032258064516128,31.818181818181817,0.26902727370717194
hk/944,944,944,我知你唔想做「醜人」，但係你都冇權力可以去overrule我哋個《議事規則》去做你呢個決定㗎。,你沒有權overrule《議事規則》作出這決定。,31,12,19,4.1,2.727272727272727,16.666666666666668,18.181818181818183,0.2689477134022794
hk/535,535,535,噉嗰班人就係水上嘅，即係躉船呀，運輸嘅。,他們都是水上人家，做躉船、運輸等。,16,11,5,3.066666666666667,2.3,20.0,10.0,0.26662740351486475
hk/353,353,353,高啲，再高啲！係啦，跳啦！,再高一些！,13,4,9,4.0,1.3333333333333333,33.333333333333336,0.0,0.26589281424210626
hk/346,346,346,你試下將條天線㨃出出便。,你試試把天線伸到窗邊。,10,9,1,2.3333333333333335,2.125,11.11111111111111,12.5,0.2657984845741244
hk/674,674,674,因為如果唔係呢，我即係，即係如果冇咗呢一個嘅秘書幫我做，就困難啲嘅，不過都唔係唔可以。,否則，沒有秘書幫忙，處理上會比較困難。,34,12,22,4.424242424242424,3.0,24.242424242424242,18.181818181818183,0.26579484224518574
hk/893,893,893,噉，就至於個-想同大家講講噉解唧。,祇供大家參考而已。,13,6,7,2.5833333333333335,1.6,8.333333333333334,0.0,0.26571628916351686
hk/448,448,448,對人好，人哋對我好，係咪呀？,我對別人好，別人就對我好！,12,11,1,1.7272727272727273,2.2,0.0,10.0,0.26531288812006304
hk/63,63,63,好啦！媽咪聽日煮雞翼獎勵你啦，好唔好？,媽媽明天煮雞翼獎勵你。,15,7,8,2.7142857142857144,1.8333333333333333,14.285714285714286,0.0,0.2648038639601016
hk/428,428,428,講你聽吖：你哋啲後生仔，我係過嚟人。,我告訴你們年輕的啊，我是過來人。,13,11,2,2.75,3.1,8.333333333333334,20.0,0.26474729113370565
hk/700,700,700,依個亦都係唔合法嘅。,是不合法的。,8,5,3,2.5714285714285716,2.0,0.0,0.0,0.263415079507804
hk/945,945,945,你根本冇power去做呢個決定㗎。,你根本沒有power作出這決定。,10,9,1,2.4444444444444446,1.875,22.22222222222222,0.0,0.26258823580546764
hk/287,287,287,我妹呢，有啲問題想問我呀。,我妹妹有功課不會。,12,7,5,2.4545454545454546,1.6666666666666667,18.181818181818183,0.0,0.26228463882202263
hk/249,249,249,你問同學借嚟睇咪算囖。,你在學校問朋友借來看好了。,10,10,0,1.8888888888888888,2.2222222222222223,11.11111111111111,11.11111111111111,0.2622556248918266
hk/289,289,289,係呀，好煩㗎，佢。,對，她有點煩人。,9,6,3,2.75,3.0,12.5,0.0,0.26210391897722135
hk/862,862,862,所以呢一個-秘書長陳維安佢頭先嘅決定呢，或者判斷呢，其實係-完全係一個arbitrary_use_of_power，係完全係，冇任何基礎嘅一個判斷嚟㗎。,所以，秘書長陳維安剛才的決定或判斷完全是arbitrary_use_of_power，是完全沒有任何基礎的判斷。,40,21,19,4.410256410256411,3.7,20.512820512820515,25.0,0.26189725329434704
hk/943,943,943,唔好意思，唔好意思，我剛才已經做咗決定出嚟，你可以質疑我嘅決定。,你可以提出質疑，但我剛才已作出決定。,19,12,7,3.1666666666666665,3.272727272727273,16.666666666666668,18.181818181818183,0.26164830034267333
hk/725,725,725,呢個，呀，因為我自己都有一份，吓。,而我本人也有一份。,14,8,6,3.0,2.142857142857143,15.384615384615385,0.0,0.2606783871558008
hk/991,991,991,誒，其實呢，喺個選舉裏便……,其實，在選舉中……,10,6,4,2.111111111111111,1.6,0.0,0.0,0.2605915212471627
hk/982,982,982,我想同你講聲，我未曾叫梁美芬議員你發言嘅。,梁美芬議員，我還未叫喚你發言。,16,10,6,3.0,2.3333333333333335,6.666666666666667,11.11111111111111,0.2600791259801525
hk/871,871,871,大家睇倒而家講緊嘅，佢係攞住一個，即係副本不似副本嘅文件去證明自己嘅國籍。,祇提供一份副本不像副本的文件。,28,11,17,3.925925925925926,3.0,18.51851851851852,20.0,0.2591285016381935
hk/103,103,103,哎，啲帶好麻煩。,這些錄影帶很麻煩。,7,5,2,1.8333333333333333,1.25,0.0,0.0,0.25869459803685124
hk/175,175,175,肯定係阿哥屈我啦！,一定是哥哥胡說！,7,5,2,2.6666666666666665,1.75,16.666666666666668,0.0,0.25869459803685124
hk/20,20,20,爺爺，你冇tei1si2嘅！,爺爺真沒品味！,7,5,2,1.8333333333333333,1.5,0.0,0.0,0.25869459803685124
hk/985,985,985,佢未完個……,梁頌恒議員尚未說完。,5,7,2,1.5,1.8333333333333333,0.0,0.0,0.25869459803685124
hk/675,675,675,但不過我期望呢，就其他嘅議員同事可唔可以先返埋位度先，然後呢，就讓我哋可以進行呢一個嘅會議。,我希望其他議員先返回座位，讓我們可以進行會議。,35,14,21,3.823529411764706,2.769230769230769,11.764705882352942,15.384615384615385,0.25835877510934935
hk/522,522,522,噉就-噉有啲人退咗休就頂畀我，噉就頂嚟做囖。,上一手退休便讓給我，我就接手了。,22,14,8,3.0952380952380953,2.3846153846153846,14.285714285714286,15.384615384615385,0.25832179447747994
hk/259,259,259,等我仲以為阿哥佢對我咁好。,我還以為哥哥對我這樣好。,11,9,2,3.3,2.75,20.0,12.5,0.2580707802713904
hk/365,365,365,快啲，快啲，快啲！,再快，要更快！,9,7,2,3.0,2.6666666666666665,25.0,0.0,0.2580481603552368
hk/230,230,230,總之就日日係噉喺度聽囖。,但就是每天也聽個不停。,8,11,3,2.5714285714285716,2.4,0.0,10.0,0.2579652008356536
hk/388,388,388,幫我同佢講「生日快樂」吖！,幫我跟她說聲「生日快樂」！,10,10,0,3.2222222222222223,2.4444444444444446,22.22222222222222,11.11111111111111,0.25726235138633285
hk/667,667,667,噉，由於時間-我唔想再延遲落去喇。,我不想再延遲。,13,6,7,2.8333333333333335,2.2,16.666666666666668,0.0,0.25710656194530607
hk/718,718,718,因為係電郵。,原來那是一封電郵。,4,7,3,1.3333333333333333,2.6666666666666665,0.0,0.0,0.2569811892423542
hk/650,650,650,愾，都返咗嚟喇！,都已經回來了……,8,5,3,2.142857142857143,1.5,0.0,0.0,0.25674317245250095
hk/998,998,998,頭先，有好多議員講咗我呢點，我唔詳述。,剛才多位議員已說過這點，我不詳述。,15,14,1,3.5,2.8461538461538463,21.428571428571427,15.384615384615385,0.2549618848712385
hk/439,439,439,所以歌檔就係噉樣嚟嘅。係畀啲大家勞動者呀，勞動階級，呀……有陣時就有啲旅客呀，旅客即係旅遊人士呀。啲西人呀，佢都落嚟捧場㗎，啲西人。,所以歌檔就是這樣形成，讓勞動者、勞動階級、旅客、西人，來到捧場。,46,21,25,3.511111111111111,3.3,11.11111111111111,15.0,0.25488536352624125
hk/927,927,927,冇錯，你講得啱嘅，就係……你講得啱嘅。,你說得對。,18,5,13,3.176470588235294,1.75,11.764705882352942,0.0,0.253990618864482
hk/666,666,666,議員，噉，而家呢，時間就都係兩點三十五分啦，比我原先係宣佈呢，係兩點三十分呢，復會時間已經遲咗五分鐘。,現在是二時三十五分，較我原先宣佈二時三十分恢復會議的時間，遲了五分鐘。,39,25,14,4.684210526315789,4.708333333333333,23.68421052631579,25.0,0.25310664253980697
hk/608,608,608,做咩噉問呀？,為什麼這樣問？,5,4,1,1.5,1.3333333333333333,0.0,0.0,0.25192357407447924
hk/383,383,383,吖，死𡃁妹吖！,臭小鬼！,5,2,3,1.5,1.0,0.0,0.0,0.2519235740744792
hk/44,44,44,好，收到。,知道。,5,2,3,2.0,1.0,0.0,0.0,0.2519235740744792
hk/706,706,706,總之唔好騷擾倒我哋嘅話呢，我可以繼續嘅。,但請不要作出騷擾，以便會議可繼續進行。,13,12,1,3.3333333333333335,3.090909090909091,16.666666666666668,18.181818181818183,0.2501302242641849
hk/242,242,242,唔公平呀！,這樣不公平！,4,4,0,1.3333333333333333,1.3333333333333333,0.0,0.0,0.25
hk/247,247,247,你痴線嘅！,傻的嗎？,4,4,0,1.3333333333333333,2.0,0.0,0.0,0.25
hk/54,54,54,係我㗎！,是我的！,4,4,0,1.3333333333333333,1.3333333333333333,0.0,0.0,0.25
hk/59,59,59,咩事呀？,有什麼事？,4,4,0,1.3333333333333333,2.0,0.0,0.0,0.25
hk/68,68,68,洗咗嘞！,洗乾淨了！,4,4,0,2.0,2.0,0.0,0.0,0.25
hk/76,76,76,換咗呀？,換好吧？,4,4,0,2.0,2.0,0.0,0.0,0.25
hk/740,740,740,而事實上呢，有關討論呢，已經喺琴日嘅論壇……,事實上，有關的討論亦已在昨天特別安排的論壇上……,14,15,1,3.0,2.5714285714285716,15.384615384615385,14.285714285714286,0.24969627258930988
hk/807,807,807,第二點呢，就係關於個議員嘅投票權。,第二點是關於議員的投票權。,12,8,4,2.727272727272727,2.4285714285714284,9.090909090909092,0.0,0.2494767752941705
hk/207,207,207,噉你坐低就唔好講咁多嘢啦！,那你快坐下然後閉嘴！,12,8,4,2.6363636363636362,2.142857142857143,9.090909090909092,0.0,0.24947677529417048
hk/354,354,354,你究竟要我做幾多次呀？,你要我試多少次才行？,9,9,0,2.5,1.875,12.5,12.5,0.249456944204059
hk/414,414,414,我唔係嗰種性格，我係中意响出面玩嘅性格。,但我不是那種人，我就是愛出去玩的性格。,16,17,1,3.7333333333333334,4.6875,26.666666666666668,37.5,0.249276786629238
hk/889,889,889,如果梁君彥議員交唔出佢呢份文件嘅正本嘅話，噉，佢應該係冇參選嘅資格。,如果梁君彥議員無法交出文件正本，他應該不符合參選資格。,24,16,8,3.4782608695652173,2.533333333333333,17.391304347826086,6.666666666666667,0.24913399712475764
hk/110,110,110,但係呢，冇開燈呢，真係好驚！,半夜不能開燈看真的很恐怖！,12,11,1,2.727272727272727,2.1,18.181818181818183,0.0,0.24837415296635376
hk/823,823,823,噉，大家呢，就可以係日後透過唔同嘅方式去跟進，包括係，誒，司法覆核呀，或者其他法律程序。,大家日後可以透過不同方式跟進，包括司法覆核或其他法律程序。,31,16,15,3.8333333333333335,3.0,23.333333333333332,13.333333333333334,0.24792211154818405
hk/526,526,526,誒，由七點半就做到十一點半。,每晚由七點半，到十一點半。,9,8,1,2.0,2.0,0.0,0.0,0.2475361376891521
hk/263,263,263,愾！我都唔知你哋咩tei1唔tei1si2。,我不懂你們說的什麼品味。,10,9,1,2.4444444444444446,2.5,0.0,12.5,0.2474687443652893
hk/495,495,495,因為呢度啲歌手呢，要啲-係要陪啲客飲酒啦，傾偈啦，要睇你接唔接受倒囖。,因為在香港要陪客人飲酒、聊天，要看你能不能接受到。,29,19,10,3.25,3.0,17.857142857142858,11.11111111111111,0.24712968509618632
hk/777,777,777,係咪一路噉樣繼續落去嘅呢？,大家是否要一直這樣繼續下去呢？,8,10,2,3.5714285714285716,3.2222222222222223,28.571428571428573,22.22222222222222,0.24676872530617236
hk/178,178,178,我都冇上堂，你知㗎啦！,你也知我不愛上課！,10,8,2,1.8888888888888888,2.142857142857143,0.0,0.0,0.24676872530617233
hk/405,405,405,怪唔之得追唔倒女仔啦！,難怪那時他追不到那女孩！,7,9,2,2.6666666666666665,2.375,0.0,0.0,0.24670521273257331
hk/96,96,96,真係一張閃都冇嘅喎。,真的一張閃卡也沒有。,9,7,2,2.125,2.0,0.0,0.0,0.24670521273257326
hk/512,512,512,因為退休之年嘅話呢，除去食飯，同仔女有-冇-冇-冇-冇乜傾咖嘛！,因為我們退休之年，和子女有什麼好談呢？,25,14,11,4.333333333333333,2.8461538461538463,25.0,15.384615384615385,0.2466316649923052
hk/782,782,782,其實你應該係同返秘書處講，唔係同我講，因為我係冇權代佢-秘書處講依番說話㗎。,其實，你應該向秘書處提出，而不是向我提出，因為我無權代表秘書處說話。,30,23,7,4.068965517241379,3.5454545454545454,17.24137931034483,13.636363636363637,0.2462178255330354
hk/950,950,950,你要做一個違反我哋《議事規則》嘅決定？,你是否要作出違反《議事規則》的決定？,14,12,2,4.461538461538462,2.727272727272727,38.46153846153846,18.181818181818183,0.24589062664005792
hk/698,698,698,噉呢，就其他嘢呢，我就冇辦法去處理嘅。,其他事情我無法處理。,16,6,10,3.1333333333333333,1.6,20.0,0.0,0.2454113332731834
hk/884,884,884,而秘書處係有責任去維護呢件事，係正確噉樣，完成噉樣，誒-完整噉樣進行。,立法會秘書處亦有責任維護這個程序正確和完整地進行。,24,14,10,3.608695652173913,2.8461538461538463,17.391304347826086,15.384615384615385,0.2445732717637088
hk/237,237,237,你冇份聽嘅，冇份唱嘅，係咪呀？,你沒一起聽嗎？沒一起唱嗎？,12,11,1,2.5454545454545454,2.1,9.090909090909092,0.0,0.2429703088623776
hk/999,999,999,第二點，負責選-投票嘅人嘅資格，喺之前，《議事規則》上一項嗰度，根本就未完成。,第二個問題是關於投票人的資格，《議事規則》訂明的上一項程序根本未完成。,29,24,5,5.214285714285714,3.869565217391304,21.428571428571427,13.043478260869565,0.24255532649086955
hk/347,347,347,都唔得喎。,還是沒反應。,5,4,1,1.5,1.3333333333333333,0.0,0.0,0.2416138765378654
hk/191,191,191,呀，Eason嗰隻碟呢，你有冇聽呀？,對了，陳奕迅的新碟你聽過了嗎？,14,13,1,2.769230769230769,2.75,15.384615384615385,16.666666666666668,0.24114343377514674
hk/500,500,500,噉我就會走-或者走去第二間場啦，或者跑場啦，嗰啲。,那我們就走去別家場館，或「跑場」。,20,14,6,3.9473684210526314,2.5384615384615383,26.31578947368421,7.6923076923076925,0.24039303238217824
hk/915,915,915,誒，你可以質疑我依個嘅決定嘅，可以質疑我嘅決定，但係不過我做咗依個決定出嚟。,你可以提出質疑，但我已作了決定。,26,12,14,4.0,2.3636363636363638,16.0,9.090909090909092,0.24019306124954082
hk/972,972,972,你唔係有五個人喺度垂簾聽政呀，下馬？,不應有五個人垂簾聽政。,13,8,5,3.3333333333333335,2.142857142857143,25.0,0.0,0.23934513096956916
hk/487,487,487,噉或者話，我想同你合唱呢首歌。噉我哋有個最低消費㗎。同一個歌手合唱呢，一定要畀一百蚊㗎。,或者想和某個客人唱這首歌，我們有最低消費一百塊。,34,19,15,3.1818181818181817,2.7222222222222223,12.121212121212121,16.666666666666668,0.23869438675460147
hk/684,684,684,噉，如果大家呢，如果剛才有出席到出便嗰個嘅，誒-嘅場合嘅話呢，其實大家可能都會知道究竟係嗰個情況點樣樣。,如果各位剛才有出席，便應該知道情況如何。,35,12,23,5.294117647058823,2.1818181818181817,38.23529411764706,0.0,0.2386405198856424
hk/961,961,961,你跟返《議事規則》咪得囖。,你祇需按照《議事規則》便可以。,11,11,0,2.1,3.6,10.0,30.0,0.23841420444711514
hk/716,716,716,佢第一封信呢，就話enclose係，呀，已經附上，誒，嗰個，誒，放棄國籍嘅聲明。,信中表示已enclosed（附上）「放棄國籍」的聲明，,27,15,12,3.3846153846153846,3.0,15.384615384615385,14.285714285714286,0.23836974135747913
hk/427,427,427,我睇中呢個老世做唔嚟。我叫佢：「不如誒，呢啲檯檯凳凳頂畀我做。」喺度做，我先做咗一年半。,我看上了，就跟他說不如把桌子椅子讓給我，才做了一年半呢。,38,24,14,3.6216216216216215,3.0869565217391304,18.91891891891892,13.043478260869565,0.23820142765880742
hk/543,543,543,我哋，我哋走㗎喇，而家，而家落緊雨吖嘛。,我們快要走了，現在正下雨嘛。,15,12,3,3.357142857142857,2.6363636363636362,21.428571428571427,9.090909090909092,0.2378396744332682
hk/713,713,713,就好多謝你都話已經，就，意圖安排我哋出去聽阿梁君彥嘅解釋。,還要感謝你試圖安排我們到會議廳外聆聽梁君彥議員的解釋。,20,16,4,2.8421052631578947,2.7333333333333334,5.2631578947368425,6.666666666666667,0.2378311772321571
hk/458,458,458,誒……有-有-有一部分歌佢哋成日-呢度啲人成日唱嘅。,有些歌他們常常唱的。,19,7,12,4.111111111111111,1.6666666666666667,27.77777777777778,0.0,0.2374867399817207
hk/973,973,973,你唔係需要呢啲人保護你呀，下馬？,你不需要這些人來保護，對嗎？,12,11,1,3.090909090909091,2.7,27.272727272727273,20.0,0.23672293552440465
hk/122,122,122,瞓覺嘞！,要去睡了！,3,5,2,1.5,1.75,0.0,0.0,0.236452797660028
hk/310,310,310,點唧？,那你要幹麼？,3,5,2,1.5,1.75,0.0,0.0,0.236452797660028
hk/195,195,195,你等我一陣。,你等一等。,5,3,2,1.75,1.0,0.0,0.0,0.23645279766002797
hk/271,271,271,你就好啦！,真羨慕！,5,3,2,1.5,1.0,0.0,0.0,0.23645279766002797
hk/308,308,308,唔好咁嘈啦！,別吵！,5,3,2,1.5,1.0,0.0,0.0,0.23645279766002797
hk/369,369,369,唔好咁大聲啦！,小聲一點！,5,3,2,1.5,1.5,0.0,0.0,0.23645279766002797
hk/371,371,371,唔好咁大聲呀！,小聲一點！,5,3,2,1.5,1.5,0.0,0.0,0.23645279766002797
hk/51,51,51,姐姐呀，啲錢畀我得㗎嘞！,姐姐，這些錢給我便行了！,11,10,1,2.1,2.0,10.0,11.11111111111111,0.23493123610153824
hk/486,486,486,例如我想點唱咩歌，呀，畀幾多錢你。一百或者二百，或者甚至乎三百。,例如我想點唱什麼歌，我付多少錢，一百塊、二百塊甚至三百塊。,22,21,1,3.142857142857143,3.5,19.047619047619047,20.0,0.23470226168469935
hk/106,106,106,咁夜先至播嗰啲卡通片，令到嗰啲細路呢，就晚晚喺度捱夜。,深夜才播卡通片，令小朋友們都捱夜追看。,17,12,5,2.6875,2.1818181818181817,12.5,9.090909090909092,0.23446877373449548
hk/316,316,316,你試下唔幫我吖！,你不幫？,8,4,4,2.5714285714285716,1.3333333333333333,14.285714285714286,0.0,0.23345859334434962
hk/276,276,276,你等我一陣呀，吓？,你等等我。,8,4,4,2.7142857142857144,1.3333333333333333,14.285714285714286,0.0,0.23345859334434957
hk/350,350,350,跳兩步啦，試下。,跳兩步。,8,4,4,2.5714285714285716,2.0,0.0,0.0,0.23345859334434957
hk/665,665,665,噉呢，而家係進行休會。,現在暫停會議。,8,4,4,2.0,1.3333333333333333,0.0,0.0,0.23345859334434957
hk/811,811,811,呢個不能參與表決嘅，誒，誒，情況呢，其實我相信所有議員都明白嘅。,這情況我相信所有議員都明白。,23,9,14,3.227272727272727,2.625,18.181818181818183,12.5,0.23267478748259995
hk/533,533,533,啲人呀，嗰陣時呢，八零年-年代呀、七零年代呀，用啲五百蚊紙摺架飛機飛埋嚟。好捨得畀錢㗎。,那時候七十、八十年代，用五百元鈔票摺成紙飛機飛過來的，很樂意消費！,34,21,13,3.606060606060606,3.0,15.151515151515152,15.0,0.23266568344506042
hk/520,520,520,一二三，呢三檔，以前冇呀。,一、二、三，這三檔⋯⋯,12,10,2,2.3636363636363638,3.4444444444444446,9.090909090909092,22.22222222222222,0.23200092320479354
hk/342,342,342,你搞返掂佢呀。,你快弄好回來呀。,7,7,0,2.6666666666666665,2.1666666666666665,0.0,0.0,0.2317937498454665
hk/73,73,73,唔該！十個一蚊！,我要十個一元！,7,7,0,2.0,2.5,0.0,0.0,0.2317937498454665
hk/374,374,374,噉唔通唔着咩？,難度要我不穿拖鞋嗎？,6,8,2,1.8,2.5714285714285716,0.0,14.285714285714286,0.23155733100404513
hk/376,376,376,噉唔通唔着咩？,難度要我不穿拖鞋嗎？,6,8,2,1.8,2.5714285714285716,0.0,14.285714285714286,0.23155733100404513
hk/886,886,886,究竟呢個投票箱入便，有兩個投票箱：廢票同塗謹申議員，定係加埋梁君彥議員？,除了設置兩個投票箱，分別供投廢票和投給塗謹申議員，我們是否還要為梁君彥議員設置投票箱？,22,27,5,2.857142857142857,3.269230769230769,14.285714285714286,15.384615384615385,0.23099107616748177
hk/818,818,818,噉，當然大家可以要，呀，一份，呀m，證書。,當然，議員可以要求梁議員提供一份證書。,16,12,4,3.066666666666667,2.3636363636363638,13.333333333333334,9.090909090909092,0.23092474310424874
hk/509,509,509,夜總會係聽人唱，嚟嗰度係自己實踐去唱。,夜總會是聽別人唱，來這裡是實踐自己唱。,14,13,1,2.769230769230769,2.75,15.384615384615385,16.666666666666668,0.2308877899340896
hk/895,895,895,呢個-而家係一個正式嘅會議嘅話，梁頌恒議員係冇資格參加呢個會議。,主席，如果這是正式會議，梁頌恒議員沒有資格參加這個會議。,21,16,5,2.9,2.6,15.0,6.666666666666667,0.23053736772789551
hk/938,938,938,如果你仍然當我係主席嘅話呢，叫得我做主席嘅話呢，你要接受我依個決定。,如果你仍視我為主席，並稱呼我為主席，你便要接受我的決定。,25,22,3,3.5,2.8095238095238093,16.666666666666668,9.523809523809524,0.23008281764265434
hk/275,275,275,我做緊英文功課呀！,我正錄英文功課！,7,6,1,2.5,1.8,0.0,0.0,0.22949661445809327
hk/176,176,176,我都冇中意明星嘅！,我從沒喜歡什麼明星！,7,6,1,2.0,1.8,0.0,0.0,0.22949661445809325
hk/621,621,621,我唔係呢個年代。,我不是這年代。,7,6,1,2.6666666666666665,2.2,0.0,0.0,0.22949661445809325
hk/622,622,622,我唔係呢個年代！,我不是這年代！,7,6,1,2.6666666666666665,2.2,0.0,0.0,0.22949661445809325
hk/789,789,789,噉，喺呢個情況底下，要我哋選舉係唔公道嘅。,在這種情況下，要我們選舉主席並不公道。,15,14,1,2.357142857142857,2.4615384615384617,7.142857142857143,15.384615384615385,0.22901932033468267
hk/719,719,719,而第二封嗰個呢，先至係真嘅。,第二封信才是正本。,11,7,4,2.5,1.6666666666666667,20.0,0.0,0.22796722644613457
hk/745,745,745,噉，但係如果暫時冇原裝，即係呀，copy都有畀唻睇下。,但如果暫時沒有正本，向我們提供一份copy也可以。,19,15,4,3.3333333333333335,2.7857142857142856,16.666666666666668,14.285714285714286,0.2278368580010574
hk/892,892,892,我畀都未必係最正確嘅。,即使我提出意見，也未必是最正確無誤。,9,13,4,2.375,2.5833333333333335,0.0,8.333333333333334,0.2276799184246324
hk/731,731,731,噉，但係不過問題在於就係，剛才我已經係特別安排咗一個嘅場合，就畀梁君彥議員呢，就向大家同埋向社會大眾呢，作出澄清同埋交代嘅。,我剛才已作出特別安排，讓梁君彥議員向大家和社會大眾作出澄清及交代。,41,20,21,4.975,2.8947368421052633,22.5,10.526315789473685,0.22752722449739535
hk/749,749,749,em6……因為如果我自己瞭解呢，喺基本法裏面所講呀，個內容裏便呢，係講係候選，唔係，對唔住，係主席-主席-立法會嘅主席係唔能夠擁有任何其他國家嘅居留權依個問題。,據我瞭解，《基本法》訂明立法會主席不能夠擁有任何其他國家的居留權。,51,19,32,3.4,2.611111111111111,16.0,5.555555555555555,0.2264120811880443
hk/845,845,845,正正因為噉，我哋對自己嘅要求所以先至要更加高。,正因如此，我們對自己應有更高的要求。,15,14,1,3.5714285714285716,2.3846153846153846,14.285714285714286,7.6923076923076925,0.22614531158890044
hk/836,836,836,似乎我哋呢度未諮詢夠足夠嘅法律意見。,而我們似乎未有充分諮詢法律意見。,11,10,1,2.7,3.0,10.0,11.11111111111111,0.22592376682123833
hk/476,476,476,你就-啲人畀利是嘅，而家冇喎。,客人會給利是，現在都沒有了。,13,10,3,2.4166666666666665,2.5555555555555554,8.333333333333334,11.11111111111111,0.2257727256785893
hk/451,451,451,有人氣即是有財氣；有咗財氣先有-有福氣，哦。有咗福氣咪就有運氣囖，可。,有人氣就是有財氣，有財氣就是有福氣，有了福氣就有運氣！,28,21,7,3.888888888888889,3.55,11.11111111111111,15.0,0.22546090064727053
hk/224,224,224,但係你叫得你自己做fen1si2嘅話，梗係買華星正版啦！,你自稱是歌迷的話，當然是買華星正版唱片！,15,13,2,2.857142857142857,2.5833333333333335,14.285714285714286,8.333333333333334,0.2249393294079174
hk/828,828,828,由我哋，殊誒，完成依個宣誓嘅工作到到而家呢，我相信，即係，我哋已經係浪費咗兩個鐘頭嘅時間。,由我們完成宣誓至今，我相信已浪費了兩小時。,32,14,18,3.3548387096774195,2.230769230769231,19.35483870967742,7.6923076923076925,0.22478938010827523
hk/503,503,503,跟住呢，漸漸我識咗嗰啲客呀。之後呢，我覺得嗰啲客呢，都-都覺得係-好似當我係朋友噉囖。,接著，漸漸認識了客人，那些客人都當我是朋友。,36,15,21,3.8857142857142857,2.857142857142857,17.142857142857142,14.285714285714286,0.22455611248501567
hk/497,497,497,即係唱完歌我就……嗰個係我嘅職業囖。,那是我們的職業（責）。,14,9,5,3.769230769230769,2.25,15.384615384615385,0.0,0.22395241921946973
hk/288,288,288,我想教咗佢先呀。,我想先教教她。,8,6,2,2.5714285714285716,1.8,0.0,0.0,0.22300221346863092
hk/796,796,796,令到我哋陣間投票，有幾個議員係冇辦法投票嘅話，呢個選舉係唔會係一個公平，符合程序公義嘅選舉唻嘅。,令數位議員稍後無法進行投票，這個選舉便不會是公平及符合程序公義的選舉。,34,24,10,5.151515151515151,4.782608695652174,39.39393939393939,39.130434782608695,0.2225610056635795
hk/922,922,922,當然，你可以話未做s-未做宣誓，未係-未係嗰個議員。,當然，你可以說他尚未宣誓，尚未是議員。,22,15,7,3.7142857142857144,3.0714285714285716,14.285714285714286,7.142857142857143,0.2224345505474757
hk/515,515,515,出面嗰度識好多嗰啲朋友，聽下歌，開下心。,出面這裡認識很多朋友，「聽下歌」，「開下心」。,16,18,2,3.7333333333333334,2.588235294117647,20.0,5.882352941176471,0.22222376140660036
hk/605,605,605,跟住幾時返我就唔知㗎。,接下來甚麼時候回來就不知道了。,9,9,0,2.0,1.75,0.0,0.0,0.2222222222222222
hk/940,940,940,梁頌恆議員呢，係咪繼續係發言……,梁頌恒議員，你是否要繼續發言？,9,9,0,2.125,2.25,0.0,12.5,0.2222222222222222
hk/643,643,643,住喺呢間酒店真係好正。,住在這家酒店，真的很正！,9,10,1,2.625,3.6666666666666665,12.5,22.22222222222222,0.22166606886544554
hk/803,803,803,我-我恐怕呢，就係有違反《議事規則》嘅-嘅嫌疑。,我恐怕這些議員已涉嫌違反《議事規則》。,19,12,7,3.4444444444444446,2.4545454545454546,22.22222222222222,9.090909090909092,0.22164515403119645
hk/470,470,470,我諗廿年前我都喺過呢度，噉就歌廳就有。,二十年前吧，我也曾經在這裡，只有歌廳。,17,15,2,4.1875,2.5,25.0,14.285714285714286,0.22096499461882216
hk/885,885,885,所以，我認為，喺呢一刻，如果梁君彥議員仍然都係交唔出，佢嗰封信，抌有正規嘅印嘅正本嘅話，其實佢係應該冇資格參選嘅。,所以，如果梁君彥議員仍然無法交出蓋有正規印章的信件正本，他應該不符合參選資格。,43,24,19,6.523809523809524,4.0,26.19047619047619,21.73913043478261,0.22070856365086677
